case_id,variant,shape,motion,res,success,cost,steps,expand_count,runtime_ms,img_path
1,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,1,52.643316977093235,5,5,263.88,runs/2025-11-13_11-59-00/case_0001/ExactRobot_VaryingLength_RegularRes.png
1,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,1,52.643316977093235,5,5,75.39,runs/2025-11-13_11-59-00/case_0001/ExactRobot_UpSideways_RegularRes.png
1,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,1,49.631529562261115,5,5,121.92,runs/2025-11-13_11-59-00/case_0001/ExactRobot_UpSidewaysDiagonal_RegularRes.png
2,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,1,143.4928556845359,13,13,822.11,runs/2025-11-13_11-59-00/case_0002/ExactRobot_VaryingLength_RegularRes.png
2,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,1,143.4928556845359,13,13,209.3,runs/2025-11-13_11-59-00/case_0002/ExactRobot_UpSideways_RegularRes.png
2,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,1,125.50329072725563,11,11,289.83,runs/2025-11-13_11-59-00/case_0002/ExactRobot_UpSidewaysDiagonal_RegularRes.png
3,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,0,inf,0,0,126849.35,runs/2025-11-13_11-59-00/case_0003/ExactRobot_VaryingLength_RegularRes.png
3,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,0,inf,0,0,1890.74,runs/2025-11-13_11-59-00/case_0003/ExactRobot_UpSideways_RegularRes.png
3,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,0,inf,0,0,47533.41,runs/2025-11-13_11-59-00/case_0003/ExactRobot_UpSidewaysDiagonal_RegularRes.png
4,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,1,48.64911064067352,5,5,284.54,runs/2025-11-13_11-59-00/case_0004/ExactRobot_VaryingLength_RegularRes.png
4,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,1,48.64911064067352,5,5,81.05,runs/2025-11-13_11-59-00/case_0004/ExactRobot_UpSideways_RegularRes.png
4,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,1,48.64911064067352,5,5,110.42,runs/2025-11-13_11-59-00/case_0004/ExactRobot_UpSidewaysDiagonal_RegularRes.png
5,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,0,inf,0,0,48.86,runs/2025-11-13_11-59-00/case_0005/ExactRobot_VaryingLength_RegularRes.png
5,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,0,inf,0,0,11.7,runs/2025-11-13_11-59-00/case_0005/ExactRobot_UpSideways_RegularRes.png
5,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,0,inf,0,0,11.75,runs/2025-11-13_11-59-00/case_0005/ExactRobot_UpSidewaysDiagonal_RegularRes.png
6,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,1,85.14213562373095,9,9,565.36,runs/2025-11-13_11-59-00/case_0006/ExactRobot_VaryingLength_RegularRes.png
6,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,0,inf,0,0,1393.28,runs/2025-11-13_11-59-00/case_0006/ExactRobot_UpSideways_RegularRes.png
6,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,1,73.63152956226111,7,7,192.98,runs/2025-11-13_11-59-00/case_0006/ExactRobot_UpSidewaysDiagonal_RegularRes.png
7,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,1,45.92838827718412,5,5,312.06,runs/2025-11-13_11-59-00/case_0007/ExactRobot_VaryingLength_RegularRes.png
7,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,1,45.92838827718412,5,5,81.8,runs/2025-11-13_11-59-00/case_0007/ExactRobot_UpSideways_RegularRes.png
7,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,1,39.656803363895925,4,4,91.0,runs/2025-11-13_11-59-00/case_0007/ExactRobot_UpSidewaysDiagonal_RegularRes.png
8,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,1,7.0,2,2,79.44,runs/2025-11-13_11-59-00/case_0008/ExactRobot_VaryingLength_RegularRes.png
8,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,1,7.0,2,2,19.67,runs/2025-11-13_11-59-00/case_0008/ExactRobot_UpSideways_RegularRes.png
8,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,1,7.0,2,2,29.14,runs/2025-11-13_11-59-00/case_0008/ExactRobot_UpSidewaysDiagonal_RegularRes.png
9,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,1,38.48528137423857,5,5,309.37,runs/2025-11-13_11-59-00/case_0009/ExactRobot_VaryingLength_RegularRes.png
9,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,1,38.48528137423857,5,5,75.75,runs/2025-11-13_11-59-00/case_0009/ExactRobot_UpSideways_RegularRes.png
9,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,1,38.48528137423857,5,5,118.85,runs/2025-11-13_11-59-00/case_0009/ExactRobot_UpSidewaysDiagonal_RegularRes.png
10,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,0,inf,0,0,61.11,runs/2025-11-13_11-59-00/case_0010/ExactRobot_VaryingLength_RegularRes.png
10,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,0,inf,0,0,13.03,runs/2025-11-13_11-59-00/case_0010/ExactRobot_UpSideways_RegularRes.png
10,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,0,inf,0,0,12.53,runs/2025-11-13_11-59-00/case_0010/ExactRobot_UpSidewaysDiagonal_RegularRes.png
11,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,1,92.63014581273465,9,9,527.6,runs/2025-11-13_11-59-00/case_0011/ExactRobot_VaryingLength_RegularRes.png
11,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,1,92.63014581273465,9,9,140.19,runs/2025-11-13_11-59-00/case_0011/ExactRobot_UpSideways_RegularRes.png
11,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,1,86.17977724630327,8,8,198.2,runs/2025-11-13_11-59-00/case_0011/ExactRobot_UpSidewaysDiagonal_RegularRes.png
12,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,1,158.2065556157337,15,15,1008.85,runs/2025-11-13_11-59-00/case_0012/ExactRobot_VaryingLength_RegularRes.png
12,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,1,157.31320791582797,14,14,244.01,runs/2025-11-13_11-59-00/case_0012/ExactRobot_UpSideways_RegularRes.png
12,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,1,140.435173883438,13,13,350.04,runs/2025-11-13_11-59-00/case_0012/ExactRobot_UpSidewaysDiagonal_RegularRes.png
13,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,1,23.152946437965905,3,3,152.49,runs/2025-11-13_11-59-00/case_0013/ExactRobot_VaryingLength_RegularRes.png
13,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,1,23.152946437965905,3,3,36.63,runs/2025-11-13_11-59-00/case_0013/ExactRobot_UpSideways_RegularRes.png
13,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,1,17.69180601295413,2,2,29.99,runs/2025-11-13_11-59-00/case_0013/ExactRobot_UpSidewaysDiagonal_RegularRes.png
14,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,0,inf,0,0,10012.4,runs/2025-11-13_11-59-00/case_0014/ExactRobot_VaryingLength_RegularRes.png
14,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,0,inf,0,0,113.54,runs/2025-11-13_11-59-00/case_0014/ExactRobot_UpSideways_RegularRes.png
14,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,1,122.61841811604471,12,18,498.48,runs/2025-11-13_11-59-00/case_0014/ExactRobot_UpSidewaysDiagonal_RegularRes.png
15,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,0,inf,0,0,85.82,runs/2025-11-13_11-59-00/case_0015/ExactRobot_VaryingLength_RegularRes.png
15,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,0,inf,0,0,20.53,runs/2025-11-13_11-59-00/case_0015/ExactRobot_UpSideways_RegularRes.png
15,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,0,inf,0,0,32.34,runs/2025-11-13_11-59-00/case_0015/ExactRobot_UpSidewaysDiagonal_RegularRes.png
16,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,1,18.027756377319946,2,2,89.4,runs/2025-11-13_11-59-00/case_0016/ExactRobot_VaryingLength_RegularRes.png
16,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,1,18.027756377319946,2,2,22.18,runs/2025-11-13_11-59-00/case_0016/ExactRobot_UpSideways_RegularRes.png
16,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,1,18.027756377319946,2,2,35.42,runs/2025-11-13_11-59-00/case_0016/ExactRobot_UpSidewaysDiagonal_RegularRes.png
17,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,1,59.41640786499874,6,6,369.05,runs/2025-11-13_11-59-00/case_0017/ExactRobot_VaryingLength_RegularRes.png
17,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,1,59.41640786499874,6,6,94.42,runs/2025-11-13_11-59-00/case_0017/ExactRobot_UpSideways_RegularRes.png
17,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,1,53.20225231898308,5,5,110.86,runs/2025-11-13_11-59-00/case_0017/ExactRobot_UpSidewaysDiagonal_RegularRes.png
18,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,1,83.26433752247374,8,8,596.84,runs/2025-11-13_11-59-00/case_0018/ExactRobot_VaryingLength_RegularRes.png
18,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,1,83.26433752247374,8,8,150.12,runs/2025-11-13_11-59-00/case_0018/ExactRobot_UpSideways_RegularRes.png
18,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,1,71.54259600568973,7,7,196.85,runs/2025-11-13_11-59-00/case_0018/ExactRobot_UpSidewaysDiagonal_RegularRes.png
19,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,1,12.041594578792296,2,2,69.38,runs/2025-11-13_11-59-00/case_0019/ExactRobot_VaryingLength_RegularRes.png
19,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,1,12.041594578792296,2,2,16.69,runs/2025-11-13_11-59-00/case_0019/ExactRobot_UpSideways_RegularRes.png
