case_id,variant,shape,motion,res,success,cost,steps,expand_count,runtime_ms,img_path
1,ExactRobot_UpSideways_RegularRes_RegularPad,ExactRobot,UpSideways,RegularRes,1,7.0,7,8,182.74,runs/2025-11-22_14-49-55/case_0001/ExactRobot_UpSideways_RegularRes_RegularPad.png
1,ExactRobot_UpSidewaysDown_RegularRes_RegularPad,ExactRobot,UpSidewaysDown,RegularRes,1,7.0,7,8,263.82,runs/2025-11-22_14-49-55/case_0001/ExactRobot_UpSidewaysDown_RegularRes_RegularPad.png
1,ExactRobot_UpSidewaysDiagonal_RegularRes_RegularPad,ExactRobot,UpSidewaysDiagonal,RegularRes,1,6.0,6,7,247.41,runs/2025-11-22_14-49-55/case_0001/ExactRobot_UpSidewaysDiagonal_RegularRes_RegularPad.png
1,ExactRobot_VaryingLength_RegularRes_RegularPad,ExactRobot,VaryingLength,RegularRes,1,7.0,7,8,748.87,runs/2025-11-22_14-49-55/case_0001/ExactRobot_VaryingLength_RegularRes_RegularPad.png
2,ExactRobot_UpSideways_RegularRes_RegularPad,ExactRobot,UpSideways,RegularRes,1,10.0,10,11,270.88,runs/2025-11-22_14-49-55/case_0002/ExactRobot_UpSideways_RegularRes_RegularPad.png
2,ExactRobot_UpSidewaysDown_RegularRes_RegularPad,ExactRobot,UpSidewaysDown,RegularRes,1,10.0,10,11,370.09,runs/2025-11-22_14-49-55/case_0002/ExactRobot_UpSidewaysDown_RegularRes_RegularPad.png
2,ExactRobot_UpSidewaysDiagonal_RegularRes_RegularPad,ExactRobot,UpSidewaysDiagonal,RegularRes,1,8.0,8,9,333.2,runs/2025-11-22_14-49-55/case_0002/ExactRobot_UpSidewaysDiagonal_RegularRes_RegularPad.png
2,ExactRobot_VaryingLength_RegularRes_RegularPad,ExactRobot,VaryingLength,RegularRes,1,10.0,10,11,1041.42,runs/2025-11-22_14-49-55/case_0002/ExactRobot_VaryingLength_RegularRes_RegularPad.png
3,ExactRobot_UpSideways_RegularRes_RegularPad,ExactRobot,UpSideways,RegularRes,1,9.0,9,10,246.8,runs/2025-11-22_14-49-55/case_0003/ExactRobot_UpSideways_RegularRes_RegularPad.png
3,ExactRobot_UpSidewaysDown_RegularRes_RegularPad,ExactRobot,UpSidewaysDown,RegularRes,1,9.0,9,10,343.5,runs/2025-11-22_14-49-55/case_0003/ExactRobot_UpSidewaysDown_RegularRes_RegularPad.png
3,ExactRobot_UpSidewaysDiagonal_RegularRes_RegularPad,ExactRobot,UpSidewaysDiagonal,RegularRes,1,7.0,7,8,291.19,runs/2025-11-22_14-49-55/case_0003/ExactRobot_UpSidewaysDiagonal_RegularRes_RegularPad.png
3,ExactRobot_VaryingLength_RegularRes_RegularPad,ExactRobot,VaryingLength,RegularRes,1,9.0,9,10,974.65,runs/2025-11-22_14-49-55/case_0003/ExactRobot_VaryingLength_RegularRes_RegularPad.png
4,ExactRobot_UpSideways_RegularRes_RegularPad,ExactRobot,UpSideways,RegularRes,1,7.0,7,8,303.67,runs/2025-11-22_14-49-55/case_0004/ExactRobot_UpSideways_RegularRes_RegularPad.png
4,ExactRobot_UpSidewaysDown_RegularRes_RegularPad,ExactRobot,UpSidewaysDown,RegularRes,1,7.0,7,8,278.53,runs/2025-11-22_14-49-55/case_0004/ExactRobot_UpSidewaysDown_RegularRes_RegularPad.png
4,ExactRobot_UpSidewaysDiagonal_RegularRes_RegularPad,ExactRobot,UpSidewaysDiagonal,RegularRes,1,6.0,6,7,260.6,runs/2025-11-22_14-49-55/case_0004/ExactRobot_UpSidewaysDiagonal_RegularRes_RegularPad.png
4,ExactRobot_VaryingLength_RegularRes_RegularPad,ExactRobot,VaryingLength,RegularRes,1,7.0,7,8,750.59,runs/2025-11-22_14-49-55/case_0004/ExactRobot_VaryingLength_RegularRes_RegularPad.png
5,ExactRobot_UpSideways_RegularRes_RegularPad,ExactRobot,UpSideways,RegularRes,0,inf,0,0,777.79,runs/2025-11-22_14-49-55/case_0005/ExactRobot_UpSideways_RegularRes_RegularPad.png
5,ExactRobot_UpSidewaysDown_RegularRes_RegularPad,ExactRobot,UpSidewaysDown,RegularRes,0,inf,0,0,6880.31,runs/2025-11-22_14-49-55/case_0005/ExactRobot_UpSidewaysDown_RegularRes_RegularPad.png
5,ExactRobot_UpSidewaysDiagonal_RegularRes_RegularPad,ExactRobot,UpSidewaysDiagonal,RegularRes,1,3.0,3,5,168.04,runs/2025-11-22_14-49-55/case_0005/ExactRobot_UpSidewaysDiagonal_RegularRes_RegularPad.png
5,ExactRobot_VaryingLength_RegularRes_RegularPad,ExactRobot,VaryingLength,RegularRes,1,6.0,6,31,3226.4,runs/2025-11-22_14-49-55/case_0005/ExactRobot_VaryingLength_RegularRes_RegularPad.png
6,ExactRobot_UpSideways_RegularRes_RegularPad,ExactRobot,UpSideways,RegularRes,0,inf,0,0,29.06,runs/2025-11-22_14-49-55/case_0006/ExactRobot_UpSideways_RegularRes_RegularPad.png
6,ExactRobot_UpSidewaysDown_RegularRes_RegularPad,ExactRobot,UpSidewaysDown,RegularRes,0,inf,0,0,43.0,runs/2025-11-22_14-49-55/case_0006/ExactRobot_UpSidewaysDown_RegularRes_RegularPad.png
6,ExactRobot_UpSidewaysDiagonal_RegularRes_RegularPad,ExactRobot,UpSidewaysDiagonal,RegularRes,0,inf,0,0,42.65,runs/2025-11-22_14-49-55/case_0006/ExactRobot_UpSidewaysDiagonal_RegularRes_RegularPad.png
6,ExactRobot_VaryingLength_RegularRes_RegularPad,ExactRobot,VaryingLength,RegularRes,0,inf,0,0,109.48,runs/2025-11-22_14-49-55/case_0006/ExactRobot_VaryingLength_RegularRes_RegularPad.png
7,ExactRobot_UpSideways_RegularRes_RegularPad,ExactRobot,UpSideways,RegularRes,1,8.0,8,9,220.81,runs/2025-11-22_14-49-55/case_0007/ExactRobot_UpSideways_RegularRes_RegularPad.png
7,ExactRobot_UpSidewaysDown_RegularRes_RegularPad,ExactRobot,UpSidewaysDown,RegularRes,1,8.0,8,9,312.14,runs/2025-11-22_14-49-55/case_0007/ExactRobot_UpSidewaysDown_RegularRes_RegularPad.png
7,ExactRobot_UpSidewaysDiagonal_RegularRes_RegularPad,ExactRobot,UpSidewaysDiagonal,RegularRes,1,7.0,7,8,301.07,runs/2025-11-22_14-49-55/case_0007/ExactRobot_UpSidewaysDiagonal_RegularRes_RegularPad.png
7,ExactRobot_VaryingLength_RegularRes_RegularPad,ExactRobot,VaryingLength,RegularRes,1,8.0,8,9,881.88,runs/2025-11-22_14-49-55/case_0007/ExactRobot_VaryingLength_RegularRes_RegularPad.png
8,ExactRobot_UpSideways_RegularRes_RegularPad,ExactRobot,UpSideways,RegularRes,0,inf,0,0,2032.9,runs/2025-11-22_14-49-55/case_0008/ExactRobot_UpSideways_RegularRes_RegularPad.png
8,ExactRobot_UpSidewaysDown_RegularRes_RegularPad,ExactRobot,UpSidewaysDown,RegularRes,0,inf,0,0,4112.25,runs/2025-11-22_14-49-55/case_0008/ExactRobot_UpSidewaysDown_RegularRes_RegularPad.png
8,ExactRobot_UpSidewaysDiagonal_RegularRes_RegularPad,ExactRobot,UpSidewaysDiagonal,RegularRes,1,12.0,12,14,545.25,runs/2025-11-22_14-49-55/case_0008/ExactRobot_UpSidewaysDiagonal_RegularRes_RegularPad.png
8,ExactRobot_VaryingLength_RegularRes_RegularPad,ExactRobot,VaryingLength,RegularRes,1,14.0,14,16,1640.62,runs/2025-11-22_14-49-55/case_0008/ExactRobot_VaryingLength_RegularRes_RegularPad.png
9,ExactRobot_UpSideways_RegularRes_RegularPad,ExactRobot,UpSideways,RegularRes,1,1.0,1,2,27.92,runs/2025-11-22_14-49-55/case_0009/ExactRobot_UpSideways_RegularRes_RegularPad.png
9,ExactRobot_UpSidewaysDown_RegularRes_RegularPad,ExactRobot,UpSidewaysDown,RegularRes,1,1.0,1,2,39.57,runs/2025-11-22_14-49-55/case_0009/ExactRobot_UpSidewaysDown_RegularRes_RegularPad.png
9,ExactRobot_UpSidewaysDiagonal_RegularRes_RegularPad,ExactRobot,UpSidewaysDiagonal,RegularRes,1,1.0,1,2,43.16,runs/2025-11-22_14-49-55/case_0009/ExactRobot_UpSidewaysDiagonal_RegularRes_RegularPad.png
9,ExactRobot_VaryingLength_RegularRes_RegularPad,ExactRobot,VaryingLength,RegularRes,1,1.0,1,2,108.93,runs/2025-11-22_14-49-55/case_0009/ExactRobot_VaryingLength_RegularRes_RegularPad.png
10,ExactRobot_UpSideways_RegularRes_RegularPad,ExactRobot,UpSideways,RegularRes,0,inf,0,0,1712.73,runs/2025-11-22_14-49-55/case_0010/ExactRobot_UpSideways_RegularRes_RegularPad.png
10,ExactRobot_UpSidewaysDown_RegularRes_RegularPad,ExactRobot,UpSidewaysDown,RegularRes,0,inf,0,0,6349.89,runs/2025-11-22_14-49-55/case_0010/ExactRobot_UpSidewaysDown_RegularRes_RegularPad.png
