case_id,variant,shape,motion,res,success,cost,steps,expand_count,runtime_ms,img_path
1,ExactRobot_UpSideways_RegularRes_RegularPad,ExactRobot,UpSideways,RegularRes,1,7.0,7,8,150.66,runs/2025-11-22_13-45-49/case_0001/ExactRobot_UpSideways_RegularRes_RegularPad.png
1,ExactRobot_UpSidewaysDown_RegularRes_RegularPad,ExactRobot,UpSidewaysDown,RegularRes,1,7.0,7,8,213.97,runs/2025-11-22_13-45-49/case_0001/ExactRobot_UpSidewaysDown_RegularRes_RegularPad.png
1,ExactRobot_UpSidewaysDiagonal_RegularRes_RegularPad,ExactRobot,UpSidewaysDiagonal,RegularRes,1,6.0,6,7,208.19,runs/2025-11-22_13-45-49/case_0001/ExactRobot_UpSidewaysDiagonal_RegularRes_RegularPad.png
1,ExactRobot_VaryingLength_RegularRes_RegularPad,ExactRobot,VaryingLength,RegularRes,1,7.0,7,8,611.96,runs/2025-11-22_13-45-49/case_0001/ExactRobot_VaryingLength_RegularRes_RegularPad.png
2,ExactRobot_UpSideways_RegularRes_RegularPad,ExactRobot,UpSideways,RegularRes,1,10.0,10,11,224.4,runs/2025-11-22_13-45-49/case_0002/ExactRobot_UpSideways_RegularRes_RegularPad.png
2,ExactRobot_UpSidewaysDown_RegularRes_RegularPad,ExactRobot,UpSidewaysDown,RegularRes,1,10.0,10,11,312.23,runs/2025-11-22_13-45-49/case_0002/ExactRobot_UpSidewaysDown_RegularRes_RegularPad.png
2,ExactRobot_UpSidewaysDiagonal_RegularRes_RegularPad,ExactRobot,UpSidewaysDiagonal,RegularRes,1,8.0,8,9,271.52,runs/2025-11-22_13-45-49/case_0002/ExactRobot_UpSidewaysDiagonal_RegularRes_RegularPad.png
2,ExactRobot_VaryingLength_RegularRes_RegularPad,ExactRobot,VaryingLength,RegularRes,1,10.0,10,11,882.97,runs/2025-11-22_13-45-49/case_0002/ExactRobot_VaryingLength_RegularRes_RegularPad.png
3,ExactRobot_UpSideways_RegularRes_RegularPad,ExactRobot,UpSideways,RegularRes,1,5.0,5,6,111.36,runs/2025-11-22_13-45-49/case_0003/ExactRobot_UpSideways_RegularRes_RegularPad.png
3,ExactRobot_UpSidewaysDown_RegularRes_RegularPad,ExactRobot,UpSidewaysDown,RegularRes,1,5.0,5,6,159.15,runs/2025-11-22_13-45-49/case_0003/ExactRobot_UpSidewaysDown_RegularRes_RegularPad.png
