case_id,variant,shape,motion,res,success,cost,steps,expand_count,runtime_ms,img_path
1,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,1,27.11724276862369,3,3,166.83,runs/2025-11-13_12-28-33/case_0001/ExactRobot_VaryingLength_RegularRes.png
1,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,1,27.11724276862369,3,3,44.03,runs/2025-11-13_12-28-33/case_0001/ExactRobot_UpSideways_RegularRes.png
1,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,1,27.11724276862369,3,3,68.22,runs/2025-11-13_12-28-33/case_0001/ExactRobot_UpSidewaysDiagonal_RegularRes.png
2,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,1,56.64911064067352,6,6,341.61,runs/2025-11-13_12-28-33/case_0002/ExactRobot_VaryingLength_RegularRes.png
2,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,1,56.64911064067352,6,6,86.95,runs/2025-11-13_12-28-33/case_0002/ExactRobot_UpSideways_RegularRes.png
2,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,1,51.806131001455405,5,5,113.7,runs/2025-11-13_12-28-33/case_0002/ExactRobot_UpSidewaysDiagonal_RegularRes.png
3,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,1,34.64911064067352,4,4,215.09,runs/2025-11-13_12-28-33/case_0003/ExactRobot_VaryingLength_RegularRes.png
3,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,1,34.64911064067352,4,4,59.1,runs/2025-11-13_12-28-33/case_0003/ExactRobot_UpSideways_RegularRes.png
3,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,1,27.438223995581858,3,3,62.56,runs/2025-11-13_12-28-33/case_0003/ExactRobot_UpSidewaysDiagonal_RegularRes.png
4,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,1,73.4928556845359,7,7,435.36,runs/2025-11-13_12-28-33/case_0004/ExactRobot_VaryingLength_RegularRes.png
4,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,1,73.4928556845359,7,7,108.18,runs/2025-11-13_12-28-33/case_0004/ExactRobot_UpSideways_RegularRes.png
4,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,1,61.752513797796176,6,6,153.12,runs/2025-11-13_12-28-33/case_0004/ExactRobot_UpSidewaysDiagonal_RegularRes.png
5,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,1,31.0,4,4,212.02,runs/2025-11-13_12-28-33/case_0005/ExactRobot_VaryingLength_RegularRes.png
5,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,0,inf,0,0,1911.84,runs/2025-11-13_12-28-33/case_0005/ExactRobot_UpSideways_RegularRes.png
5,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,1,42.31370849898476,4,6,137.66,runs/2025-11-13_12-28-33/case_0005/ExactRobot_UpSidewaysDiagonal_RegularRes.png
6,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,1,30.110770276274835,3,3,160.48,runs/2025-11-13_12-28-33/case_0006/ExactRobot_VaryingLength_RegularRes.png
6,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,1,30.110770276274835,3,3,40.42,runs/2025-11-13_12-28-33/case_0006/ExactRobot_UpSideways_RegularRes.png
6,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,1,30.110770276274835,3,3,61.56,runs/2025-11-13_12-28-33/case_0006/ExactRobot_UpSidewaysDiagonal_RegularRes.png
7,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,1,20.295630140987,3,3,143.51,runs/2025-11-13_12-28-33/case_0007/ExactRobot_VaryingLength_RegularRes.png
7,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,1,20.295630140987,3,3,37.53,runs/2025-11-13_12-28-33/case_0007/ExactRobot_UpSideways_RegularRes.png
7,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,1,18.384776310850235,3,3,59.64,runs/2025-11-13_12-28-33/case_0007/ExactRobot_UpSidewaysDiagonal_RegularRes.png
8,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,1,34.7648230602334,4,4,252.13,runs/2025-11-13_12-28-33/case_0008/ExactRobot_VaryingLength_RegularRes.png
8,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,1,34.7648230602334,4,4,62.45,runs/2025-11-13_12-28-33/case_0008/ExactRobot_UpSideways_RegularRes.png
8,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,1,31.60933863997176,4,4,96.12,runs/2025-11-13_12-28-33/case_0008/ExactRobot_UpSidewaysDiagonal_RegularRes.png
9,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,1,119.23154621172782,11,11,844.64,runs/2025-11-13_12-28-33/case_0009/ExactRobot_VaryingLength_RegularRes.png
9,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,1,119.23154621172782,11,11,209.59,runs/2025-11-13_12-28-33/case_0009/ExactRobot_UpSideways_RegularRes.png
9,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,1,103.45287302312461,10,10,291.74,runs/2025-11-13_12-28-33/case_0009/ExactRobot_UpSidewaysDiagonal_RegularRes.png
10,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,1,7.0,2,2,79.03,runs/2025-11-13_12-28-33/case_0010/ExactRobot_VaryingLength_RegularRes.png
10,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,1,7.0,2,2,19.26,runs/2025-11-13_12-28-33/case_0010/ExactRobot_UpSideways_RegularRes.png
10,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,1,7.0,2,2,29.08,runs/2025-11-13_12-28-33/case_0010/ExactRobot_UpSidewaysDiagonal_RegularRes.png
11,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,1,16.0,2,2,73.09,runs/2025-11-13_12-28-33/case_0011/ExactRobot_VaryingLength_RegularRes.png
11,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,1,16.0,2,2,19.31,runs/2025-11-13_12-28-33/case_0011/ExactRobot_UpSideways_RegularRes.png
11,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,1,16.0,2,2,32.33,runs/2025-11-13_12-28-33/case_0011/ExactRobot_UpSidewaysDiagonal_RegularRes.png
12,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,1,36.15549442140351,4,4,251.64,runs/2025-11-13_12-28-33/case_0012/ExactRobot_VaryingLength_RegularRes.png
12,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,1,36.15549442140351,4,4,61.38,runs/2025-11-13_12-28-33/case_0012/ExactRobot_UpSideways_RegularRes.png
12,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,1,36.15549442140351,4,4,94.84,runs/2025-11-13_12-28-33/case_0012/ExactRobot_UpSidewaysDiagonal_RegularRes.png
13,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,1,57.41640786499874,6,6,392.77,runs/2025-11-13_12-28-33/case_0013/ExactRobot_VaryingLength_RegularRes.png
13,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,1,57.41640786499874,6,6,96.45,runs/2025-11-13_12-28-33/case_0013/ExactRobot_UpSideways_RegularRes.png
13,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,1,46.10665055755072,5,5,127.81,runs/2025-11-13_12-28-33/case_0013/ExactRobot_UpSidewaysDiagonal_RegularRes.png
14,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,1,128.72792206135784,12,12,766.28,runs/2025-11-13_12-28-33/case_0014/ExactRobot_VaryingLength_RegularRes.png
14,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,1,128.72792206135784,12,12,211.26,runs/2025-11-13_12-28-33/case_0014/ExactRobot_UpSideways_RegularRes.png
14,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,1,120.55580527515365,11,11,303.84,runs/2025-11-13_12-28-33/case_0014/ExactRobot_UpSidewaysDiagonal_RegularRes.png
15,ExactRobot_VaryingLength_RegularRes,ExactRobot,VaryingLength,RegularRes,1,69.41640786499875,7,7,405.27,runs/2025-11-13_12-28-33/case_0015/ExactRobot_VaryingLength_RegularRes.png
15,ExactRobot_UpSideways_RegularRes,ExactRobot,UpSideways,RegularRes,1,69.41640786499875,7,7,100.75,runs/2025-11-13_12-28-33/case_0015/ExactRobot_UpSideways_RegularRes.png
15,ExactRobot_UpSidewaysDiagonal_RegularRes,ExactRobot,UpSidewaysDiagonal,RegularRes,1,58.10665055755072,6,6,144.62,runs/2025-11-13_12-28-33/case_0015/ExactRobot_UpSidewaysDiagonal_RegularRes.png
